time,prediction
408,0.7159262
409,0.6503979
410,0.56544083
411,0.56035924
412,0.6043328
413,0.5598065
414,0.560805
415,0.58306104
416,0.5732397
417,0.5602476
418,0.5831409
419,0.5202012
420,0.59878314
421,0.649112
422,0.5841614
423,0.5792422
424,0.62842387
425,0.6486456
426,0.6187752
427,0.5908603
428,0.580613
429,0.54752064
430,0.5575671
431,0.54624104
432,0.6212376
433,0.6265799
434,0.59426105
435,0.58396643
436,0.6463221
437,0.6693751
438,0.6087058
439,0.6580494
440,0.67513084
441,0.7382619
442,0.603444
443,0.6137036
444,0.65471035
445,0.637379
446,0.5675721
447,0.6380087
448,0.60716134
449,0.6460737
450,0.7118981
451,0.6113876
452,0.6006707
453,0.64635867
454,0.68766344
455,0.6292168
456,0.59179926
457,0.62123954
458,0.6057607
459,0.6542366
460,0.6893255
461,0.6291837
462,0.66980916
463,0.62771624
464,0.7696265
465,0.6691826
466,0.7155546
467,0.6282491
468,0.70172393
469,0.6749409
470,0.6856782
471,0.6815713
472,0.70010585
473,0.7067069
474,0.6959214
475,0.69134784
476,0.7116682
477,0.6983658
478,0.77164274
479,0.76367104
480,0.7635095
481,0.685489
482,0.759692
483,0.71939254
484,0.743886
485,0.72725797
486,0.65986615
487,0.6286454
488,0.6831406
489,0.70681787
490,0.61609334
491,0.6435851
492,0.7094083
493,0.65302116
494,0.6569752
495,0.6852674
496,0.6148091
497,0.76003945
498,0.63993204
499,0.694732
500,0.594442
501,0.63468707
502,0.6368664
503,0.63138074
504,0.650327
505,0.65191746
506,0.6865624
507,0.6852193
508,0.6900675
509,0.6920614
510,0.72455466
511,0.6956389
512,0.7127411
513,0.6988974
514,0.6776891
515,0.6833854
516,0.6878885
517,0.6362912
518,0.6664257
519,0.6459528
520,0.6894224
521,0.68832767
522,0.64724743
523,0.68408614
524,0.69697344
525,0.6918713
526,0.71879184
527,0.6716509
528,0.6914302
529,0.597712
530,0.6202467
531,0.6410217
532,0.70877314
533,0.66921103
534,0.6472106
535,0.7054385
536,0.71847016
537,0.705626
538,0.70574176
539,0.6948646
540,0.68570673
541,0.7117224
542,0.66265106
543,0.77294
544,0.34007215
545,0.34638026
546,0.36248863
547,0.32752433
548,0.36254638
549,0.42533135
550,0.47796863
551,0.591042
552,0.5116652
553,0.43142462
554,0.41091877
555,0.37679154
556,0.36218375
557,0.3518451
558,0.44119692
559,0.44202533
560,0.3744134
561,0.36790654
562,0.3904317
563,0.5105554
564,0.5235003
565,0.45883998
566,0.3548532
567,0.38027567
568,0.43904227
569,0.5101337
570,0.42570472
571,0.37113753
572,0.365481
573,0.36570033
574,0.43566832
575,0.49809927
576,0.4883036
577,0.58845884
578,0.5037147
579,0.4436733
580,0.3795979
581,0.37204558
582,0.36579934
583,0.41503802
584,0.46808872
585,0.4388264
586,0.47640458
587,0.53916824
588,0.5315631
589,0.569616
590,0.5249132
591,0.5710764
592,0.48233786
593,0.403372
594,0.53215885
595,0.48711354
596,0.44603
597,0.39358708
598,0.4231224
599,0.42953008
600,0.63298607
601,0.6271909
602,0.56753963
603,0.6374442
604,0.62124646
605,0.62820554
606,0.5969387
607,0.49395162
608,0.48928985
609,0.4885602
610,0.57374704
611,0.61374235
612,0.6235199
613,0.68365085
614,0.5967135
615,0.6431293
616,0.609337
617,0.58542037
618,0.5681194
619,0.61133796
620,0.6558442
621,0.4132456
622,0.4523142
623,0.54332364
624,0.6435393
625,0.60108304
626,0.6736038
627,0.5861554
628,0.63421386
629,0.63384056
630,0.554604
631,0.4976921
632,0.5508693
633,0.6864195
634,0.596751
635,0.59749424
636,0.55077666
637,0.51955634
638,0.58858204
639,0.7232844
640,0.75048983
641,0.69386506
642,0.62707114
643,0.6538712
644,0.69088584
645,0.65271974
646,0.7157289
647,0.60962594
648,0.7773387
649,0.6818394
650,0.6865545
651,0.7662554
652,0.6387696
653,0.63804847
654,0.6448077
655,0.621005
656,0.6720828
657,0.72267455
658,0.7529066
659,0.71036565
660,0.68065536
661,0.73467636
662,0.7573856
663,0.7263155
664,0.6924044
665,0.68129003
666,0.6395091
667,0.57103044
668,0.50472516
669,0.54339087
670,0.785727
671,0.6016941
672,0.57459354
673,0.6089367
674,0.7331269
675,0.60993326
676,0.6593787
677,0.5703527
678,0.77316886
679,0.61326855
680,0.552718
681,0.5390201
682,0.6199824
683,0.55520356
684,0.63736564
685,0.62981963
686,0.62109
687,0.56808895
688,0.6597231
689,0.6305245
690,0.65008485
691,0.6423037
692,0.7122408
693,0.6840745
694,0.69692105
695,0.659272
696,0.6444416
697,0.61805516
698,0.7289831
699,0.68293464
700,0.59826195
701,0.57313025
702,0.6317217
703,0.7416983
704,0.6692707
705,0.6292535
706,0.584741
707,0.75797004
708,0.6270362
709,0.50709057
710,0.458351
711,0.66780967
712,0.61218065
713,0.6190235
714,0.61422825
715,0.6445661
716,0.6477393
717,0.74126637
718,0.6850232
719,0.6966976
720,0.61695313
721,0.6089656
722,0.74073017
723,0.7556515
724,0.6546327
725,0.5623268
726,0.56575
727,0.5389999
728,0.5389999
729,0.5389999
730,0.3092807
731,0.3469779
732,0.33367357
733,0.32382864
734,0.38809282
735,0.3773512
736,0.40038714
737,0.42047638
738,0.3835523
739,0.40385023
740,0.35319248
741,0.34642506
742,0.37458533
743,0.33452636
744,0.33747342
745,0.47675714
746,0.38152155
747,0.34538227
748,0.3632215
749,0.4889718
750,0.43240213
751,0.41318482
752,0.34896174
753,0.3480935
754,0.34488836
755,0.56347346
756,0.40623575
757,0.34503928
758,0.34142613
759,0.3628598
760,0.3430712
761,0.37591955
762,0.45332426
763,0.5727784
764,0.40044633
765,0.35593924
766,0.3780082
767,0.3999199
768,0.39700985
769,0.4219505
770,0.41100422
771,0.3997377
772,0.4260109
773,0.50463146
774,0.5064831
775,0.43194723
776,0.43579078
777,0.3753637
778,0.3610775
779,0.4840692
780,0.5149623
781,0.43414465
782,0.3498783
783,0.34518877
784,0.31841558
785,0.47983724
786,0.4279847
787,0.40645242
788,0.49456796
789,0.60757357
790,0.45876408
791,0.52624905
792,0.43766823
793,0.36713362
794,0.3956441
795,0.35902286
796,0.5604084
797,0.44680652
798,0.44373792
799,0.5864288
800,0.48439726
801,0.5636617
802,0.51983446
803,0.3956322
804,0.3831455
805,0.41746917
806,0.6497947
807,0.38726318
808,0.31980643
809,0.40488043
810,0.36514926
811,0.55069053
812,0.63688266
813,0.452005
814,0.5343959
815,0.44781533
816,0.35240024
817,0.4229187
818,0.4839643
819,0.6680268
820,0.52255356
821,0.49545687
822,0.39422458
823,0.3908661
824,0.5327525
825,0.6914299
826,0.76788634
827,0.64063835
828,0.5790849
829,0.59215564
830,0.7469274
831,0.64208
832,0.6579373
833,0.6001255
834,0.7348408
835,0.6693963
836,0.6545155
837,0.6437901
838,0.5546933
839,0.57657063
840,0.4937729
841,0.5763323
842,0.5076465
843,0.7854465
844,0.72802705
845,0.72041667
846,0.67176914
847,0.6074621
848,0.646626
849,0.6542642
850,0.63416415
851,0.612113
852,0.5921284
853,0.38752165
854,0.4059988
855,0.41461
856,0.75896513
857,0.5407808
858,0.49825293
859,0.50146425
860,0.6276137
861,0.6474682
862,0.59718335
863,0.5931046
864,0.6762566
865,0.5488616
866,0.4996341
867,0.44593692
868,0.4829312
869,0.55525
870,0.5837981
871,0.5593812
872,0.5620497
873,0.5366891
874,0.5705732
875,0.5811801
876,0.48421445
877,0.6398412
878,0.5625735
879,0.5117635
880,0.6317729
881,0.6976325
882,0.62107193
883,0.48241478
884,0.7174109
885,0.59354657
886,0.46721783
887,0.53804934
888,0.650689
889,0.6231264
890,0.6671506
891,0.56239784
892,0.59930265
893,0.5452208
894,0.4999453
895,0.40957046
896,0.39454862
897,0.67831993
898,0.5751486
899,0.57471347
900,0.5465828
901,0.50768006
902,0.5636452
903,0.73209214
904,0.59079206
905,0.69732255
906,0.5683977
907,0.58470166
908,0.61119187
909,0.6220668
910,0.52976024
911,0.42592257
912,0.4280359
913,0.5389999
914,0.5389999
915,0.5389999
