time,prediction
225,0.58188957
226,0.5609865
227,0.5951708
228,0.5386039
229,0.66644514
230,0.68440026
231,0.6566448
232,0.56562907
233,0.6697851
234,0.6612051
235,0.7080112
236,0.6361234
237,0.6540521
238,0.55647177
239,0.555077
240,0.53879935
241,0.70758295
242,0.6672182
243,0.66966176
244,0.6184049
245,0.7202542
246,0.72780967
247,0.6489307
248,0.7375813
249,0.8047194
250,0.79340166
251,0.5932228
252,0.65529305
253,0.66843605
254,0.5956635
255,0.58523726
256,0.6819359
257,0.6162714
258,0.7204286
259,0.8434306
260,0.69552183
261,0.65419555
262,0.5782147
263,0.755497
264,0.76993614
265,0.6144499
266,0.7588756
267,0.67558825
268,0.7040307
269,0.6838473
270,0.62834954
271,0.6457591
272,0.7212564
273,0.8537844
274,0.7383569
275,0.806421
276,0.69168705
277,0.7300742
278,0.7474216
279,0.73652285
280,0.7448427
281,0.67171353
282,0.7751413
283,0.7643455
284,0.8020862
285,0.84630966
286,0.75988436
287,0.85074675
288,0.80329394
289,0.825758
290,0.68023
291,0.8258976
292,0.7684915
293,0.7927251
294,0.7299185
295,0.6690789
296,0.6346493
297,0.7303523
298,0.760602
299,0.7109689
300,0.74843717
301,0.702215
302,0.71715873
303,0.6875524
304,0.8734102
305,0.72674763
306,0.85612905
307,0.7297934
308,0.7765149
309,0.6264002
310,0.66985846
311,0.6751978
312,0.68630546
313,0.7249942
314,0.7292572
315,0.7975374
316,0.74964756
317,0.74010015
318,0.77195746
319,0.74739236
320,0.6684262
321,0.7390952
322,0.6953796
323,0.707064
324,0.6833896
325,0.6819672
326,0.6364167
327,0.63801706
328,0.65450627
329,0.7197846
330,0.68342197
331,0.7040762
332,0.7691769
333,0.727665
334,0.7056938
335,0.72741973
336,0.7012739
337,0.78111553
338,0.6664557
339,0.6641451
340,0.6476928
341,0.71710634
342,0.6263077
343,0.71299815
344,0.69461334
345,0.70174676
346,0.69518566
347,0.69422346
348,0.635263
349,0.7987624
350,0.68337625
351,0.69690984
352,0.74137205
353,0.69919235
354,0.6648792
355,0.6433336
356,0.6187377
357,-0.529995
358,-0.529995
359,-0.529995
360,0.4673973
361,0.38862845
362,0.3862888
363,0.2947178
364,0.27870384
365,0.32636464
366,0.28483388
367,0.28597745
368,0.28508306
369,0.28748992
370,0.33011252
371,0.38556096
372,0.47622383
373,0.5437525
374,0.4875664
375,0.3961561
376,0.4315707
377,0.3385479
378,0.4169411
379,0.4670663
380,0.3812126
381,0.38148397
382,0.36388555
383,0.34490958
384,0.3295412
385,0.54085743
386,0.57608086
387,0.37097442
388,0.33228207
389,0.40014517
390,0.5636409
391,0.52216864
392,0.3493731
393,0.39590448
394,0.333035
395,0.34584934
396,0.47167975
397,0.4923844
398,0.7009258
399,0.63727695
400,0.5430902
401,0.49987376
402,0.4589734
403,0.4870904
404,0.49224234
405,0.5658059
406,0.50127375
407,0.54699737
408,0.8066155
409,0.7055711
410,0.61335325
411,0.68186104
412,0.6945832
413,0.62547624
414,0.59623635
415,0.65508866
416,0.58188957
417,0.5609865
418,0.5951708
419,0.5386039
420,0.66644514
421,0.68440026
422,0.6566448
423,0.56562907
424,0.6697851
425,0.6612051
426,0.7080112
427,0.6361234
428,0.6540521
429,0.55647177
430,0.555077
431,0.53879935
432,0.70758295
433,0.6672182
434,0.66966176
435,0.6184049
436,0.7202542
437,0.72780967
438,0.6489307
439,0.7375813
440,0.8047194
441,0.79340166
442,0.5932228
443,0.65529305
444,0.66843605
445,0.5956635
446,0.58523726
447,0.6819359
448,0.6162714
449,0.7204286
450,0.8434306
451,0.69552183
452,0.65419555
453,0.5782147
454,0.755497
455,0.76993614
456,0.6144499
457,0.7588756
458,0.67558825
459,0.7040307
460,0.6838473
461,0.62834954
462,0.6457591
463,0.7212564
464,0.8537844
465,0.7383569
466,0.806421
467,0.69168705
468,0.7300742
469,0.7474216
470,0.73652285
471,0.7448427
472,0.67171353
473,0.7751413
474,0.7643455
475,0.8020862
476,0.84630966
477,0.75988436
478,0.85074675
479,0.80329394
480,0.825758
481,0.68023
482,0.8258976
483,0.7684915
484,0.7927251
485,0.7299185
486,0.6690789
487,0.6346493
488,0.7303523
489,0.760602
490,0.7109689
491,0.74843717
492,0.702215
493,0.71715873
494,0.6875524
495,0.8734102
496,0.72674763
497,0.85612905
498,0.7297934
499,0.7765149
500,0.6264002
501,0.66985846
502,0.6751978
503,0.68630546
504,0.7249942
505,0.7292572
506,0.7975374
507,0.74964756
508,0.74010015
509,0.77195746
510,0.74739236
511,0.6684262
512,0.7390952
513,0.6953796
514,0.707064
515,0.6833896
516,0.6819672
517,0.6364167
518,0.63801706
519,0.65450627
520,0.7197846
521,0.68342197
522,0.7040762
523,0.7691769
524,0.727665
525,0.7056938
526,0.72741973
527,0.7012739
528,0.78111553
529,0.6664557
530,0.6641451
531,0.6476928
532,0.71710634
533,0.6263077
534,0.71299815
535,0.69461334
536,0.70174676
537,0.69518566
538,0.69422346
539,0.635263
540,0.7987624
541,0.68337625
542,0.69690984
543,0.74137205
544,0.30137804
545,0.2786228
546,0.30517638
547,0.29384023
548,0.25997066
549,0.30060473
550,0.38462284
551,0.52474517
552,0.48783067
553,0.39746106
554,0.31737104
555,0.34773746
556,0.29280347
557,0.3119969
558,0.4246917
559,0.4098
560,0.40442708
561,0.36526194
562,0.3061921
563,0.45932865
564,0.47826272
565,0.4886114
566,0.38650402
567,0.32216606
568,0.36183017
569,0.48348576
570,0.43690366
571,0.33227873
572,0.34514266
573,0.3556408
574,0.34404486
575,0.40456295
576,0.4490185
577,0.6799437
578,0.45853567
579,0.4973564
580,0.3877137
581,0.3533547
582,0.35946012
583,0.36348918
584,0.4027169
585,0.39956188
586,0.4795084
587,0.6118846
588,0.58420295
589,0.49992815
590,0.492755
591,0.62157446
592,0.48757043
593,0.40132752
594,0.52313983
595,0.46900156
596,0.44766214
597,0.43101293
598,0.4200758
599,0.4620417
600,0.6285232
601,0.64606756
602,0.51856804
603,0.6852014
604,0.6377298
605,0.6025357
606,0.63781613
607,0.51250285
608,0.48087654
609,0.44488746
610,0.6092879
611,0.5950158
612,0.5986499
613,0.763324
614,0.53309494
615,0.67475027
616,0.7026533
617,0.64868665
618,0.57570255
619,0.63756216
620,0.77816176
621,0.47157508
622,0.46016225
623,0.5638351
624,0.675591
625,0.60941786
626,0.73246986
627,0.5972829
628,0.7118008
629,0.7676579
630,0.6069044
631,0.52931076
632,0.63880193
633,0.7458287
634,0.71641874
635,0.73096865
636,0.614378
637,0.5410814
638,0.68648773
639,0.8219261
640,0.7542516
641,0.7282515
642,0.740798
643,0.7966799
644,0.73765725
645,0.79066515
646,0.8924921
647,0.73773915
648,0.8565525
649,0.85586905
650,0.8296581
651,0.82425386
652,0.7279965
653,0.8125764
654,0.7605236
655,0.71269333
656,0.72456956
657,0.79805905
658,0.85405034
659,0.74625385
660,0.7456256
661,0.8595061
662,0.8813831
663,0.864827
664,0.915187
665,0.8435026
666,0.723684
667,0.6186454
668,0.5118898
669,0.55984694
670,0.97450155
671,0.7193111
672,0.5716461
673,0.6484467
674,0.97856975
675,0.668167
676,0.7390134
677,0.5854453
678,0.7951278
679,0.6971515
680,0.5615134
681,0.580352
682,0.67365885
683,0.6647541
684,0.7013115
685,0.7125317
686,0.70879877
687,0.6640741
688,0.69330025
689,0.6073442
690,0.6306835
691,0.6359667
692,0.71330744
693,0.7175827
694,0.7346031
695,0.7282514
696,0.66922605
697,0.67257917
698,0.79671794
699,0.73301667
700,0.5745876
701,0.58412683
702,0.6083195
703,0.7184934
704,0.7140722
705,0.6349775
706,0.6025742
707,0.7170798
708,0.6389378
709,0.4256382
710,0.4823958
711,0.7556856
712,0.596395
713,0.67221916
714,0.592051
715,0.65000445
716,0.6080037
717,0.7666296
718,0.7105977
719,0.71725297
720,0.5597096
721,0.65752435
722,0.73973876
723,0.7312821
724,0.6333817
725,0.5772861
726,0.57525855
727,-0.529995
728,-0.529995
729,-0.529995
730,0.23082311
731,0.22918612
732,0.25647476
733,0.23762031
734,0.23503987
735,0.25258738
736,0.3335593
737,0.45032415
738,0.3863678
739,0.3224934
740,0.33654535
741,0.33168286
742,0.2496083
743,0.27754214
744,0.31482744
745,0.39221483
746,0.34112352
747,0.26399747
748,0.2811024
749,0.49484614
750,0.34960166
751,0.42178366
752,0.24594162
753,0.24809186
754,0.38477522
755,0.6662526
756,0.44375142
757,0.2996559
758,0.2908967
759,0.2757645
760,0.31428355
761,0.3869027
762,0.38647574
763,0.64971775
764,0.48658097
765,0.3707402
766,0.34959376
767,0.33091182
768,0.30105042
769,0.32552576
770,0.40592825
771,0.39799926
772,0.36442396
773,0.55836827
774,0.5241735
775,0.44053152
776,0.46000844
777,0.43392727
778,0.36642617
779,0.38853762
780,0.52060777
781,0.46345598
782,0.37537178
783,0.31453863
784,0.38122278
785,0.52015954
786,0.48553
787,0.38838428
788,0.4500541
789,0.6682885
790,0.48209226
791,0.5280243
792,0.48370266
793,0.35008508
794,0.30458817
795,0.37691718
796,0.67747587
797,0.48173934
798,0.43197346
799,0.5889946
800,0.46054488
801,0.54985416
802,0.57152414
803,0.41668665
804,0.3583271
805,0.45393533
806,0.7707247
807,0.3808413
808,0.2742939
809,0.32444647
810,0.3134368
811,0.59477365
812,0.6651735
813,0.42816243
814,0.57845974
815,0.38913932
816,0.3275559
817,0.44327062
818,0.57070386
819,0.820226
820,0.5017052
821,0.48383364
822,0.448226
823,0.44679385
824,0.5515908
825,0.7438376
826,0.85296947
827,0.72953576
828,0.5937594
829,0.59902054
830,0.7177515
831,0.6517699
832,0.81023854
833,0.5728746
834,0.69656175
835,0.6636054
836,0.7495733
837,0.6515701
838,0.54906446
839,0.63879424
840,0.53647286
841,0.60645837
842,0.5530592
843,0.8226965
844,0.6995164
845,0.6364288
846,0.68279016
847,0.55393845
848,0.6365992
849,0.7436691
850,0.6728759
851,0.5524997
852,0.5544575
853,0.38119817
854,0.3097009
855,0.34461167
856,0.81448907
857,0.45230135
858,0.40559468
859,0.53954154
860,0.5961745
861,0.65255505
862,0.59059817
863,0.5277963
864,0.65420634
865,0.48668897
866,0.41856274
867,0.36729014
868,0.4394712
869,0.5832452
870,0.5381274
871,0.5116054
872,0.5324553
873,0.53107387
874,0.52468896
875,0.56690055
876,0.48944694
877,0.5967237
878,0.5305247
879,0.5007207
880,0.636074
881,0.7272403
882,0.53504646
883,0.44600394
884,0.7194301
885,0.461054
886,0.31925493
887,0.6368265
888,0.6719958
889,0.5570686
890,0.6175674
891,0.48950088
892,0.5721712
893,0.50406873
894,0.4679547
895,0.32390866
896,0.32184651
897,0.64001787
898,0.43513435
899,0.58054906
900,0.47092718
901,0.49451607
902,0.5604996
903,0.7682817
904,0.5769392
905,0.6592927
906,0.4750489
907,0.53498954
908,0.61796194
909,0.545553
910,0.49339318
911,0.3963009
912,0.36848673
913,-0.529995
914,-0.529995
915,-0.529995
